model_name,variable,channel_name,lead_hours,rmse,mae,bias,skill_vs_persistence
dinosaur_dfi_surface_residual_weak_hs_logp_init_hydrostatic_layer_init_coriolis_strang_stability_surface_residual_ri_10m_wind_theta_tendency_theta_mean_recenter_si_offcenter,500 hPa geopotential,geopotential_500,336,1342.3437697832896,873.4644138298578,-15.880540358928835,-0.17964161565727998
dinosaur_dfi_surface_residual_weak_hs_logp_init_hydrostatic_layer_init_coriolis_strang_stability_surface_residual_ri_10m_wind_theta_tendency_theta_mean_recenter_si_offcenter,10 m zonal wind,10m_u_component_of_wind,336,7.450198060996497,5.869950309118331,-1.4898209228442507,-0.37223006065388997
dinosaur_dfi_surface_residual_weak_hs_logp_init_hydrostatic_layer_init_coriolis_strang_stability_surface_residual_ri_10m_wind_theta_tendency_theta_mean_recenter_si_offcenter,2 m temperature,2m_temperature,360,10.029957993180698,7.396459136578496,-2.2655825335512025,-1.6761893019528546
dinosaur_dfi_surface_residual_weak_hs_logp_init_hydrostatic_layer_init_coriolis_strang_stability_surface_residual_ri_10m_wind_theta_tendency_theta_mean_recenter_si_offcenter,Mean sea level pressure,mean_sea_level_pressure,360,1673.3494624045757,1119.4150501598012,11.15239448719714,-0.6754377006993277
dinosaur_dfi_surface_residual_weak_hs_logp_init_hydrostatic_layer_init_coriolis_strang_stability_surface_residual_ri_10m_wind_theta_tendency_theta_mean_recenter_si_offcenter,500 hPa geopotential,geopotential_500,360,1336.1872167491065,873.7726482545951,-16.88681442609622,-0.17446951415090295
dinosaur_dfi_surface_residual_weak_hs_logp_init_hydrostatic_layer_init_coriolis_strang_stability_surface_residual_ri_10m_wind_theta_tendency_theta_mean_recenter_si_offcenter,10 m zonal wind,10m_u_component_of_wind,360,7.4267118382036665,5.857172393589918,-1.5124155605479113,-0.36749783727951746
persistence,2 m temperature,2m_temperature,24,2.0509698973527026,1.2236646352435778,-0.00036946290630647283,0.0
persistence,Mean sea level pressure,mean_sea_level_pressure,24,590.2590030803555,350.54216376113476,-0.011161168337455845,0.0
persistence,500 hPa geopotential,geopotential_500,24,600.0896793718493,348.593818856748,-0.04597572841949818,0.0
persistence,10 m zonal wind,10m_u_component_of_wind,24,3.9288635318408547,2.533365326669365,-0.0012243333540913962,0.0
persistence,2 m temperature,2m_temperature,48,2.6665664157214923,1.599834848860399,-0.001323800470510667,0.0
persistence,Mean sea level pressure,mean_sea_level_pressure,48,786.4457620704255,486.2389520350578,-0.023004852733110676,0.0
persistence,500 hPa geopotential,geopotential_500,48,828.3963753931523,501.0782406860218,-0.19806545078428003,0.0
persistence,10 m zonal wind,10m_u_component_of_wind,48,4.685525773711672,3.1593056242149995,-0.00042292828848106053,0.0
persistence,2 m temperature,2m_temperature,72,2.9387472323451695,1.7601569526689076,-0.0009537949272699711,0.0
persistence,Mean sea level pressure,mean_sea_level_pressure,72,865.3130012241947,539.8323195124246,-0.046429066854526024,0.0
persistence,500 hPa geopotential,geopotential_500,72,933.2592102731659,570.7400159052403,-0.25406421366813803,0.0
persistence,10 m zonal wind,10m_u_component_of_wind,72,4.962860859520559,3.394449313394603,-0.00018811775351030934,0.0
persistence,2 m temperature,2m_temperature,96,3.100893873883734,1.84888818621766,-0.0007540692941480503,0.0
persistence,Mean sea level pressure,mean_sea_level_pressure,96,909.5668450224395,567.4569874624564,-0.029994516389654606,0.0
persistence,500 hPa geopotential,geopotential_500,96,994.4661346347485,609.487660937607,-0.19414096202411632,0.0
persistence,10 m zonal wind,10m_u_component_of_wind,96,5.112580370428418,3.5092537839206392,-0.000315000229644684,0.0
persistence,2 m temperature,2m_temperature,120,3.2119338812925644,1.9084155520369164,-0.001195688912520534,0.0
persistence,Mean sea level pressure,mean_sea_level_pressure,120,937.3187446541098,585.5464159327295,-0.030125552925065992,0.0
persistence,500 hPa geopotential,geopotential_500,120,1034.2106459782044,635.0430466985129,-0.25899233144319334,0.0
persistence,10 m zonal wind,10m_u_component_of_wind,120,5.201730097195461,3.5768224662914463,-0.001687026791772341,0.0
persistence,2 m temperature,2m_temperature,144,3.2965129042898145,1.9553485485966862,-0.002196268953774675,0.0
persistence,Mean sea level pressure,mean_sea_level_pressure,144,953.0460574296222,596.5526640475254,-0.02994430920380491,0.0
persistence,500 hPa geopotential,geopotential_500,144,1059.1835220419923,651.7145549527656,-0.4153144417038883,0.0
persistence,10 m zonal wind,10m_u_component_of_wind,144,5.260300306234628,3.623722243282907,-0.0009494221851898833,0.0
persistence,2 m temperature,2m_temperature,168,3.3707082875798986,1.99680844873092,-0.0017537683195476333,0.0
persistence,Mean sea level pressure,mean_sea_level_pressure,168,963.1984773753444,604.2964762993736,-0.05150624584133236,0.0
persistence,500 hPa geopotential,geopotential_500,168,1075.6307882767849,663.6995071461271,-0.46208196689108505,0.0
persistence,10 m zonal wind,10m_u_component_of_wind,168,5.304894434627888,3.6579134952591126,-0.0008329991465444633,0.0
persistence,2 m temperature,2m_temperature,192,3.436663203880821,2.0335197363860766,-0.0014431696050562707,0.0
persistence,Mean sea level pressure,mean_sea_level_pressure,192,973.2191137596842,611.5944052087256,-0.038474639088143914,0.0
persistence,500 hPa geopotential,geopotential_500,192,1090.8471823776256,673.9038773836468,-0.3873164972365882,0.0
persistence,10 m zonal wind,10m_u_component_of_wind,192,5.339945537946455,3.687379807788728,-0.0009470873033915527,0.0
persistence,2 m temperature,2m_temperature,216,3.4907332922438052,2.0640991796930153,-0.001674250419060868,0.0
persistence,Mean sea level pressure,mean_sea_level_pressure,216,980.3323422351226,616.3485135499384,-0.04294062653089275,0.0
persistence,500 hPa geopotential,geopotential_500,216,1103.0496730996756,681.6524821320081,-0.4316355270728355,0.0
persistence,10 m zonal wind,10m_u_component_of_wind,216,5.358745770762074,3.704544851317724,-0.0022034965897221753,0.0
persistence,2 m temperature,2m_temperature,240,3.5394388540812787,2.0950627285183323,-0.0024497265899951722,0.0
persistence,Mean sea level pressure,mean_sea_level_pressure,240,986.736061347974,620.8430379008934,-0.045663236918872446,0.0
persistence,500 hPa geopotential,geopotential_500,240,1114.7455791907412,688.6719284809693,-0.5654587464943642,0.0
persistence,10 m zonal wind,10m_u_component_of_wind,240,5.377029150972637,3.721630521045196,-0.001432121467143134,0.0
persistence,2 m temperature,2m_temperature,264,3.586265675786828,2.1250085762792716,-0.0017505719572273037,0.0
persistence,Mean sea level pressure,mean_sea_level_pressure,264,991.8632991581387,624.5837080120909,-0.076763019112611,0.0
persistence,500 hPa geopotential,geopotential_500,264,1123.1230518124878,694.1755674598251,-0.5994542895246048,0.0
persistence,10 m zonal wind,10m_u_component_of_wind,264,5.397418481068302,3.7363447738242175,-0.001238847730797588,0.0
persistence,2 m temperature,2m_temperature,288,3.627972788010636,2.1518782869487314,-0.0013478762079499507,0.0
persistence,Mean sea level pressure,mean_sea_level_pressure,288,995.5557590132713,627.5427456006555,-0.06819251375548288,0.0
persistence,500 hPa geopotential,geopotential_500,288,1128.3837281248975,698.5367805338898,-0.5196225818120115,0.0
persistence,10 m zonal wind,10m_u_component_of_wind,288,5.406530933178838,3.7444405589672978,-0.0012513758739107672,0.0
persistence,2 m temperature,2m_temperature,312,3.6652693205515803,2.1759852864264397,-0.0015219924645039364,0.0
persistence,Mean sea level pressure,mean_sea_level_pressure,312,999.3721642199885,630.2777027410067,-0.07597210076265241,0.0
persistence,500 hPa geopotential,geopotential_500,312,1134.1335487893807,702.2324012848268,-0.5505657830609157,0.0
persistence,10 m zonal wind,10m_u_component_of_wind,312,5.420192321225389,3.755832880506902,-0.002378928610751036,0.0
persistence,2 m temperature,2m_temperature,336,3.704344920411034,2.202065458302952,-0.002351319184781818,0.0
persistence,Mean sea level pressure,mean_sea_level_pressure,336,999.9467113402908,631.1748379125522,-0.08385069066044534,0.0
persistence,500 hPa geopotential,geopotential_500,336,1137.9250714509205,704.7198300481757,-0.6708445183418666,0.0
persistence,10 m zonal wind,10m_u_component_of_wind,336,5.429263120388397,3.7635621580602305,-0.0015898592717056076,0.0
persistence,2 m temperature,2m_temperature,360,3.7478507166371564,2.22929163869605,-0.0017641788799425857,0.0
persistence,Mean sea level pressure,mean_sea_level_pressure,360,998.7536162676294,631.1686940187953,-0.11762686803333078,0.0
persistence,500 hPa geopotential,geopotential_500,360,1137.6942531497884,704.8863374975399,-0.669405872954988,0.0
persistence,10 m zonal wind,10m_u_component_of_wind,360,5.430876478004727,3.7669622456779353,-0.0012263172843696515,0.0
